,id,name,company_id,amount,status,created_at,paid_at,db_id,db_company_id
27,8e30aaeb7bd4400a333dfaaaca97e0b6df32985d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,51.44,paid,2019-03-01,2019-03-01,1bc48e4a9a3e383e9eccfa95,214e15c60cf3d66b79562923
28,fc4c84b317ece0828e70be31af63f0e57f7ec76d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,49.47,paid,2019-01-02,2019-01-02,48defabcd02ea12d4e5bbfc5,214e15c60cf3d66b79562923
29,0e066d3752a543428d7dc81c537adaad7a4a4bca,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-03-08,1999-12-12,8b4ab193ce6379e873277643,214e15c60cf3d66b79562923
30,7ce16fa25eecf4465993708f6be270d9fe68245d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,16.47,paid,2019-03-10,2019-03-10,ed23ccc65e4241a21cbb0920,214e15c60cf3d66b79562923
31,b92339e9ff0ecc7e551939474b5a410238719d83,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,204.41,paid,2019-02-07,2019-02-07,27201965e0ff5c270ac5b2bb,214e15c60cf3d66b79562923
32,4e95db9854058e34950d6b05f187dc3bf7ff29eb,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-03-14,1999-12-12,8d4e3637339861b6151805d3,214e15c60cf3d66b79562923
33,63276fa5b4b369647917687574c3a54d011de95d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,23.06,paid,2019-03-15,2019-03-15,36c226b1cc7e6b9d90716f49,214e15c60cf3d66b79562923
34,413045845ba375f3753131236936e3cdc9f9d5a5,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,133.08,pending_payment,2019-03-22,1999-12-12,2a685583fd4028d12fea1afd,214e15c60cf3d66b79562923
35,dafd32d355cf701ae30214cd5b1c9828a3a6356a,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,300.09,voided,2019-03-22,1999-12-12,679e83e3e90820960ad2eaff,214e15c60cf3d66b79562923
36,253c398f2a423e45d4f97f3d4141e5f39535a4dc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,89.56,paid,2019-04-29,2019-04-29,1a37772c2777c63a165febca,214e15c60cf3d66b79562923
37,94eaa865a47e2a54ee550bdb4808ca67c1247d4e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,78.83,voided,2019-05-02,1999-12-12,7d1b53cda0710813d353732e,214e15c60cf3d66b79562923
38,06d1484cbb43c076b791197bc761d9eec574d686,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-05-12,1999-12-12,84d39a1e6eca2b4e2b53d3a0,214e15c60cf3d66b79562923
39,c215bdc90176a48a2f0f7d44e49f8fde9669c854,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,34.69,paid,2019-04-02,2019-04-02,0836da5b78b724a7ae2c8f46,214e15c60cf3d66b79562923
40,70375982a5d7634317dd7ff3eeebc972cf70cc44,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,62.03,voided,2019-03-14,1999-12-12,8c782ca4f5db691cf433d0f1,214e15c60cf3d66b79562923
41,0f8d51c59c95327bd5d8615164f22c047e0f9919,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,paid,2019-03-15,2019-03-15,087247fabc1ee74f55135866,214e15c60cf3d66b79562923
42,941e27a3062feecd202a32f3a489beffc76d9de9,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,50.32,pending_payment,2019-05-05,1999-12-12,09b7866f42647c009d8c4a54,214e15c60cf3d66b79562923
43,6b276dfb8d0eea1547d5b5222753af1df59686b2,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,73.22,voided,2019-04-12,1999-12-12,14e12c39cc97319fddc4cdc2,214e15c60cf3d66b79562923
44,85b3d7bc2f464f3488b0659d507c8a93e59e370e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-01-16,1999-12-12,63cea62cfb82dc7fe6bb1318,214e15c60cf3d66b79562923
45,47dd3648799bef0cd281e574b3fd6058c541e2ce,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,29.06,paid,2019-03-20,2019-03-20,ff2df69f3e5337f5a189d7b2,214e15c60cf3d66b79562923
46,6b00aaa66b4b99a3aa7cb9c48e1a5ff3f10ef8c0,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,239.17,paid,2019-05-15,2019-05-15,393b369d0452893eec660dd9,214e15c60cf3d66b79562923
47,56f32d6c1cc771e92091a45e29703425d01a320f,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,21.42,voided,2019-05-09,1999-12-12,e5baccfa9660a416c1ce00b3,214e15c60cf3d66b79562923
48,dd8eaa366e64ab8742e7d837bf09137ac2fc8a7a,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,171.61,paid,2019-04-04,2019-04-04,485c1274462dea070e85c238,214e15c60cf3d66b79562923
49,76396b9b7a659839df96842aae46b31ce47f67db,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,61.23,paid,2019-01-08,2019-01-08,7376a86cfe602995b7a35132,214e15c60cf3d66b79562923
50,cc4930693d209131aaad0a3921cb6d014a264770,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,60.54,paid,2019-03-18,2019-03-18,d3392580ba176d521f942b91,214e15c60cf3d66b79562923
51,f04e87dc352c2a92dd6b236654cce625f825761c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-05,1999-12-12,4c8c72f0ee40d4058a499e93,214e15c60cf3d66b79562923
52,0a46b7e46ae5aab554768d32de41e09689dfcc0e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,19234.99,pending_payment,2019-04-08,1999-12-12,cda4d07ee3b88cd1b54886be,214e15c60cf3d66b79562923
53,6b65dd3b71b907341a60559e8138e7a793381e94,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,153.23,paid,2019-03-08,2019-03-08,0faeee4c01c32ab3df7fb77e,214e15c60cf3d66b79562923
54,64c92376651e382f4e30e047b3b30f875b9099fb,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.48,paid,2019-04-24,2019-04-24,f5faad2cdb90ef5a6247cee8,214e15c60cf3d66b79562923
55,cab6e19017490184ceef8e0587d9b4807e63b3c7,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-05-06,1999-12-12,c867e2444a66520d965476a8,214e15c60cf3d66b79562923
56,9d77857f6a1ed428af024832efe5608fc035596c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,paid,2019-03-01,2019-03-01,3a29deba5193c70ea18cbcd7,214e15c60cf3d66b79562923
57,344bd0d9bebdfc961a8fada3a643484755a7509f,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,5.19,paid,2019-02-18,2019-02-18,63227c53e3f693354d0b7a2a,214e15c60cf3d66b79562923
58,bb96761845579a448c5f5417b930651b05e7edb8,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,41.61,paid,2019-03-28,2019-03-29,f7d9c402878067d1a484d2ff,214e15c60cf3d66b79562923
59,de70ca3bb243a744fa3601b47e3360bb19b8d96f,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,78.72,voided,2019-03-01,1999-12-12,ae2e78c26ab545c0cf33a974,214e15c60cf3d66b79562923
60,5b4c5ef80808eab414451baedb75bda09dda19df,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-05-19,1999-12-12,9ade66795316ac4f050c7bf1,214e15c60cf3d66b79562923
61,6a3acf23b05cd130a6932a19964a5dabf91e120b,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,21.83,voided,2019-02-24,1999-12-12,5b6f3f76835eb98e712627ca,214e15c60cf3d66b79562923
62,8743abdffadaeaf6f82b743f8eece207dcb7143c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,62.96,paid,2019-04-16,2019-04-16,11c0cbbca8bf1774b53cea97,214e15c60cf3d66b79562923
63,88efe278be84af003d02ffde83b2cc619191e83d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,39.36,paid,2019-03-08,2019-03-08,f057bb4b40a6fdc8142166c6,214e15c60cf3d66b79562923
64,2bc8b5a13184279bcfc5bf9a40d6f4f834ac67b4,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-31,1999-12-12,67f188d11be2d4cf104e052a,214e15c60cf3d66b79562923
65,acf1af89b691e84d02117a86549b686703e56847,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,5.29,paid,2019-04-25,2019-04-25,93133eb2e7d998ae44b6b9b0,214e15c60cf3d66b79562923
66,f47c42fab13956779e5db56ac48f42a7ed5eb50e,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,186.3,voided,2019-02-22,1999-12-12,9df5c25219d5feeb1218652d,214e15c60cf3d66b79562923
67,3637a9081db81bed1d3b63e321c712e34fcfaa3d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,55.75,paid,2019-02-13,2019-02-13,e35a277ed93520e0a063e830,214e15c60cf3d66b79562923
68,2b37f09ac9cd1763154c15871e4d09c6b3d29cfa,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,134.75,paid,2019-01-05,2019-01-05,6122bc6cb4af49d37f1344cb,214e15c60cf3d66b79562923
69,eb01b8fdbc1d685c75ef184e01e6f169bfa373e7,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,184.91,voided,2019-03-19,1999-12-12,271dc7b5a697582745e232d5,214e15c60cf3d66b79562923
70,e903d9c16b1005b4ef4037d86e7fdfaf5110f841,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,143.56,voided,2019-02-12,1999-12-12,82c43448cad5381aa1be22af,214e15c60cf3d66b79562923
71,e2042a0f0b94e48a137998f89e4373ed1a03e461,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-05-04,1999-12-12,156785aad3da72a2518c3c7e,214e15c60cf3d66b79562923
72,f02968701bd76eba602973c33d31e7fc2abdedf6,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,27.87,paid,2019-03-23,2019-03-23,40f5bca97a567f140756a2c0,214e15c60cf3d66b79562923
73,1f3ace31bfc0455fbd48be5980dcf32797d2c1eb,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,45.14,voided,2019-05-03,1999-12-12,91868abf5801a4c2f3dd402c,214e15c60cf3d66b79562923
74,ca1b3cf16c992c1e8f1ae85fa318c2440a5c3ffc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,159.79,paid,2019-05-10,2019-05-10,d4fef57f5e1eafbf0a6a453c,214e15c60cf3d66b79562923
75,29786d87939f3857c52b7545dea41e5ff27d5ebc,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-01-24,1999-12-12,727ea15bec474058199a3b64,214e15c60cf3d66b79562923
76,17acde39589604bd44d6b084dc8fbe152ef877be,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,91.94,paid,2019-03-18,2019-03-18,b6f9f0212a4748d71ae0c89e,214e15c60cf3d66b79562923
77,a6b964c4dc6e2363872d5e0548efe4601564adaa,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-21,1999-12-12,e8a34e5df20671b7925460d3,214e15c60cf3d66b79562923
78,496d2511ac4e58e78d6540142590c54e507af7d9,Muebles chidos,8f642dc67fccf861548dfe1c761ce22f795e91f0,5599.0,pending_payment,2019-02-19,1999-12-12,bdb3006e2f847fec20513244,f52549e093bca421285219df
79,0b622d891ed8354929117a0d8c2b9f1610bca84c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,285.0,paid,2019-03-12,2019-03-12,47bfa4725cb98a1b766c9e6d,214e15c60cf3d66b79562923
80,61c02cdaac7d7d271e9861803e5e411c2ab6fce8,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,41.61,paid,2019-03-27,2019-03-27,0ae9b842319e5fcd41d3ade4,214e15c60cf3d66b79562923
81,9f5be6391881ac988fae610bba79cb4bf35c5b97,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,160.57,paid,2019-02-12,2019-02-12,42fd6d39820f33d05a308d26,214e15c60cf3d66b79562923
82,62c49af8d631260b4e13fe7b1e969a9dfba03214,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-02-27,1999-12-12,73744c6f6c44b5db004fa0e7,214e15c60cf3d66b79562923
83,6466f79461990651e26f9745234c94b0febc298b,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,80.6,paid,2019-05-03,2019-05-04,482975ed471b20c58f551d0c,214e15c60cf3d66b79562923
84,eea9f0a5bcb0234ed72daafd5a861a6f8e1836de,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,223.01,pending_payment,2019-03-28,1999-12-12,11a9aaf57eb13988a51af53c,214e15c60cf3d66b79562923
85,40a438f15711451770e99d61715a9352e1576f93,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,39.9,pending_payment,2019-02-14,1999-12-12,8ea606f98af76775283fdd94,214e15c60cf3d66b79562923
86,9800aaa2809fcb3507471c378f204589534365bd,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,212.7,paid,2019-01-24,2019-01-24,a88a5d2ec5dd7ec4f20eda7d,214e15c60cf3d66b79562923
87,aef2058c6485d2ba70f82d591572423649b34897,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-04-30,1999-12-12,1e0d419fc2a6c951c9032142,214e15c60cf3d66b79562923
88,c0ddf5b824b5bc58d72a52f18970c7d216e80188,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,45.15,paid,2019-04-14,2019-04-14,9b543a93ceaffc2e0462e94b,214e15c60cf3d66b79562923
89,75ce6ca1191e4d8df59a7e1b9a15d104e8896728,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,210.59,paid,2019-05-16,2019-05-16,f99e081da0780b7bf8d3eb6e,214e15c60cf3d66b79562923
90,f143ea67ee5f26c61dd9eba2a2c3439bdd097b09,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,66.15,voided,2019-03-24,1999-12-12,beb72dc2bbc0dd09be0c27fa,214e15c60cf3d66b79562923
91,289c48b0ac694c47d174dd8a26d7d405f12b7116,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-02,1999-12-12,df5ca99a29ed4fb2ecd845de,214e15c60cf3d66b79562923
92,35ca0419dce32353f69168a6c107a9313cf52fe2,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,31.85,paid,2019-01-12,2019-01-12,8e19e3965224eb629de0690a,214e15c60cf3d66b79562923
93,91cd72a6b6d6f5f31a0e5d3975e60d89d1752501,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,97.14,paid,2019-03-16,2019-03-16,4f051b42b414c74954c68240,214e15c60cf3d66b79562923
94,f6a9506354104193da911d3072653b25788a7d34,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,68.43,paid,2019-01-04,2019-01-04,8824f3fb3a51fc416538ad36,214e15c60cf3d66b79562923
95,47edf509623507cf4c72abaec41684702dca0641,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,54.1,paid,2019-01-14,2019-01-14,6c99f27e77a09f79efbd6120,214e15c60cf3d66b79562923
96,cb02a6ab422c9d36d30f02f6cb02eef541be9bc0,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,38.65,voided,2019-02-08,1999-12-12,d19249210ac9770c095b991f,214e15c60cf3d66b79562923
97,a8d468a153cc3139b6eee8e37cb3046445aa9a62,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,82.04,paid,2019-01-12,2019-01-12,6da2516810b33bb261058c89,214e15c60cf3d66b79562923
98,c5ffab640c4259dfa95794fd093ac4da4c3e6dd4,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,61.14,pending_payment,2019-04-03,1999-12-12,7af4c74cc835d9b282b2358f,214e15c60cf3d66b79562923
99,e7f1bd70643093ac5161094e06d34becf5093225,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,48.71,paid,2019-03-23,2019-03-23,4c865b2ca3be2f5cb6faf9cd,214e15c60cf3d66b79562923
100,5416a4acfc1d5a429c814ba74dc5a575cf138c00,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,pending_payment,2019-01-21,1999-12-12,d82d4d252c5e9f31b698524f,214e15c60cf3d66b79562923
101,cb9765d4b5b2f6713294ee6b653baf898e02d2ea,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,76.33,paid,2019-01-09,2019-01-09,3e8092e7bbbf0e42bcf958bc,214e15c60cf3d66b79562923
102,089482a2cdb9c746655c23a768395708b0229bd0,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,47.77,paid,2019-02-02,2019-02-02,cd99d889067be4b02947bdec,214e15c60cf3d66b79562923
103,3837f46eb3c5cef5c3ff78591e21cc361d20cc70,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,56.92,paid,2019-03-21,2019-03-21,fd6ec78298646c06c61fd707,214e15c60cf3d66b79562923
104,2c21d9c5b4a87bdf3d5669e1cdab9afe7257b5ae,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,154.96,pending_payment,2019-01-12,1999-12-12,800ae15a759dced06f8d71cd,214e15c60cf3d66b79562923
105,ad39765bb4ec5ca5fa7c2b191adff2d14c2a9b00,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,100.81,paid,2019-04-04,2019-04-04,793708f077b797e2074f6bb7,214e15c60cf3d66b79562923
106,91d17653eab000dc4f5a19303ec6d277a52ebf50,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,92.85,paid,2019-01-08,2019-01-08,e9a2c8da5248cc1484cbdfb9,214e15c60cf3d66b79562923
107,f8953154bcdbbfb3183eb2595eb130e3ae06a09d,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,126.7,paid,2019-01-08,2019-01-08,8999ec69b02560f975386191,214e15c60cf3d66b79562923
108,41d2d86f3769b321a0b67888ef483d6882c77175,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-01-15,1999-12-12,461baed3abf6622c77e62457,214e15c60cf3d66b79562923
109,da3e3d9d974f287cd1009745ef4d86efe35acaad,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,90.58,paid,2019-05-13,2019-05-13,a63cb4e627ebe85975d57213,214e15c60cf3d66b79562923
110,b89c196f0851da25bde7f1fc60ea9a8309a8a8ba,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,240.87,paid,2019-05-16,2019-05-16,fbabea6fd2efdc63c2672bb8,214e15c60cf3d66b79562923
111,f571f49a4b89a49b7ff9d612cd734527022130d8,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,165.67,paid,2019-03-19,2019-03-19,c6c31dfc0dc9d9aab265a03a,214e15c60cf3d66b79562923
112,0b265389e941ff8f9c7395767108b5305b5b61e9,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-04-12,1999-12-12,c23816df52111ade0e8a222e,214e15c60cf3d66b79562923
113,d22068fc5439afc7c1416e2bc7559a36ad52ee91,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,15.92,pending_payment,2019-03-15,1999-12-12,ec5005a0519914dafd81a0b4,214e15c60cf3d66b79562923
114,e752d36cc0f37cbb6767cd510b5cb400dd985728,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,207.32,paid,2019-03-23,2019-03-23,46104ab899d1fe12542a17c3,214e15c60cf3d66b79562923
115,2b73a57769b4203eabf77dfcd54ffd1ea730f1ea,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,3.0,voided,2019-03-26,1999-12-12,8bba00c737308093161bf669,214e15c60cf3d66b79562923
116,a1fc6e528a1855b8acf9267e4b6a8574c8ff4e0c,MiPasajefy,cbf1c8b09cd5b549416d49d220a40cbd317f952e,108.31,paid,2019-04-01,2019-04-01,2e5c539a7da6c5cebb6e7368,214e15c60cf3d66b79562923
